"","DP063","DP108","DP123","DP137","DP138","DP140","DP151","DP184","DP195","DP206","DP229","DP235","DP237","DP064","DP132","DP147","DP173","DP099","DP102","DP107","DP122","DP124","DP126","DP129","DP139","DP143","DP157","DP179","DP192","DP193","DP197","DP096","DP106","DP112","DP114","DP117","DP152","DP162","DP167","DP169","DP174","DP176","DP208"
"PC.O.16.1.0.16.0.0",-0.293098893548519,-0.123003227163639,-0.279061347656023,-0.21823778463208,-0.312400360208545,-0.371323774259442,-0.5396875398385,-0.30541480066369,-0.259926539012918,-0.264569602693687,-0.192982881644912,-0.103273586035145,-0.288808115040182,-0.414580428195118,-0.352403918921281,-0.440991118826709,-0.121551897878951,-0.232631285590801,-0.344904029759867,-0.401910689261933,-0.163753605557219,-0.409402138211603,-0.364465893402216,-0.237242949082538,-0.200722154435057,-0.318432167090483,-0.448870397030568,-0.289181647447609,-0.358377782669,-0.331372861507309,-0.580342108355249,-0.377310515595057,-0.625832012417791,-0.144027808803091,-0.32609910066861,-0.432816518755795,-0.290467172983969,-0.221176975447329,-0.427918057134656,-0.347609379489715,-0.228159342427934,-0.256949476930848,-0.455665704782262
"PC.O.16.0.0.18.1.0",-0.205319125880375,0.0207258787844006,-0.262274607059851,-0.249454238824995,-0.346011081560919,-0.22619552792137,-0.277775498233586,-0.185198648232854,-0.167809654094881,-0.153310731670077,-0.0284173899496458,0.0136661067480263,-0.208686506986886,-0.240140530469327,-0.292242195925396,-0.328890597219393,-0.0749710544101352,-0.406761993957911,-0.362731054342549,-0.413624424726439,-0.119225076320124,-0.37613113058207,-0.199011114559956,-0.196097160456418,-0.12495245737199,0.00324729787059005,-0.567083938046885,-0.105865183076863,-0.422782914729201,-0.525002342381061,-0.270435578279337,-0.270937528791782,-0.434658512489349,-0.115168833231631,-0.24635563786631,-0.386934446514191,-0.283568315573641,-0.277662529371829,-0.172343060932056,-0.255404123400107,-0.274852524344773,-0.0738730631344652,-0.0492081082345692
"PC.O.17.0.0.17.1.0",-0.844938411877416,-0.877496540624097,-0.93852338930265,-0.896640544796085,-1.17039284665234,-0.968390428993801,-1.05652559380979,-0.91774928252972,-0.722118346233578,-1.02437278692334,-0.64312804130093,-0.914560058850776,-0.971524959893357,-0.886928913926018,-1.13073387790079,-1.21453101476959,-1.03709775317713,-1.05958015610851,-1.20278923266626,-1.14283982008076,-0.973750383495475,-1.05826606643627,-0.806204279268083,-0.784185929559623,-0.858821368567337,-0.776147283676051,-1.45979189128267,-0.97141672735605,-1.1124863289718,-1.25115275000509,-1.00141230372969,-1.1923944435904,-1.01380027978848,-1.03290636273099,-1.2651820427469,-0.909569058585374,-0.818252521275306,-1.08847103619489,-0.873562062636502,-1.03119342927546,-0.939199101609617,-1.07192508035761,-0.743408285975728
"PC.O.18.0.0.16.1.0",-0.820499993799527,-1.62693882803064,-1.25192989104001,-1.17098176389171,-1.54318583740597,-1.0323811912643,-1.25721300664087,-1.40398637212103,-1.08661219064092,-1.24576766920021,-1.0906474580858,-1.04017358293807,-1.2778257290344,-0.954740451511683,-1.88485703750652,-1.68639702232621,-1.36834680946159,-1.03824668005747,-1.42946898133648,-1.2286614213604,-1.76621149613948,-1.39861357958469,-1.09964511850706,-1.2551216794202,-0.908828977131703,-0.730685460759422,-1.46753448153665,-1.26991860107757,-1.32840014175537,-1.23835747196533,-1.42401275478678,-0.809353286157468,-1.58054472219395,-1.2421262689032,-1.74293796499098,-1.53385497659486,-1.25473239948582,-1.34606961142917,-1.23249082278287,-1.48218164640309,-1.33315359568386,-1.1144606528629,-1.15656298066617
"PC.O.18.1.0.16.0.0",-0.410220311425893,-0.252543523995423,-0.514365324392934,-0.458317800327145,-0.531700798239247,-0.528071331356869,-0.425599143581193,-0.418858662935089,-0.384124803798128,-0.316611529316469,-0.297962304204774,-0.121083764736937,-0.479328795045967,-0.489938661607494,-0.544004380204771,-0.468505518304529,-0.164969905489564,-0.609901308366715,-0.646275309236715,-0.637871546093424,-0.350164946863405,-0.602753608193723,-0.434053791730597,-0.488841485851867,-0.272736784360867,-0.224769135352334,-0.861621134216328,-0.391822731357543,-0.646356191477863,-0.784904788329039,-0.534346966071759,-0.463632562005708,-0.682965373270804,-0.358758031934315,-0.443243881499316,-0.700258610806885,-0.515985385073259,-0.620206868249104,-0.36461690566655,-0.492511342208826,-0.516514184718187,-0.292865092544671,-0.269824951567881
"PC.O.16.0.0.18.2.0",-0.0894494236406343,0.144271264036376,-0.0654083971517332,-0.0169953944544676,0.0146502678176741,-0.0365560343620897,-0.0798106864526578,0.27181822400533,0.175925507859888,-0.140045910957422,-0.10365381340466,0.217898139279056,-0.0422497343918524,-0.0279397461175818,0.164411001172627,0.0265105293072169,-0.0963904204091792,-0.308456161440107,-0.447737706587678,-0.313441705041352,0.141929788793795,-0.172033333608405,-0.0636654140850131,0.0460803970746101,-0.0173010913777226,-0.385547403099234,-0.422695246223771,-0.0818101408340211,-0.195121245624803,0.00624485885828134,-0.013599953438019,-0.167937630078309,-0.141502209845204,0.0207770971379949,-0.00289729753453237,-0.0823866886821149,-0.196729695385839,-0.0935414003299498,-0.0680000650480473,-0.142535622154931,-0.0351941807551754,-0.00887203894749082,0.0237401992437903
"PC.O.16.1.0.18.1.0",-0.552562829219003,-0.389309229061542,-0.740642718103428,-0.608223390624293,-0.681902622173761,-0.613000959073964,-0.566936385704718,-0.503243744066195,-0.556581254199173,-0.76758056814495,-0.606506685650228,-0.389043316719786,-0.701509949326842,-0.506251772144547,-0.660593523713001,-0.738739952203307,-0.681044236601283,-1.06736975155725,-0.897289063694588,-0.9109548976341,-0.527297119287992,-0.892769755473162,-0.551843778245202,-0.562101272312858,-0.659496153726867,-0.442664114156137,-1.09831312027469,-0.380379959247323,-0.893935083024181,-0.780693428046503,-0.754566965052424,-0.619641866952353,-0.924756279198399,-0.433195591070966,-0.682765996990951,-0.881939677856644,-0.782135287051698,-0.592539729455724,-0.826349442610981,-0.734863297925058,-0.751828934491782,-0.312943053056279,-0.689696093113135
"PC.O.16.2.0.18.0.0",-1.13114166193717,-1.13135210071164,-1.36173019794832,-1.10195060147732,-1.32912179124306,-1.23583857919764,-0.673755862583308,-1.25378047782293,-1.05078000999511,-1.86475521120732,-1.30844980461131,-1.25694787126994,-1.41644761747628,-1.4969804527793,-1.27001574547481,-1.00534130103737,-1.25461913225328,-1.4665604985144,-1.20617893764608,-1.42777790000738,-1.25695249131242,-1.26692253538312,-1.24179422779305,-1.16616833836394,-1.29112873967566,-1.1512464141439,-1.40834951518951,-1.18443906548751,-1.38609330085982,-1.19507272422648,-1.10856975825011,-1.16064097351347,-1.36803415596237,-1.24257512128046,-1.33238501921793,-1.31860673389176,-1.72219277339512,-1.2624453881462,-1.19985015528819,-1.29280169258845,-1.78254642838476,-1.26301226041544,-1.16011990720148
"PC.O.17.2.0.17.0.0",-1.28932284932007,-1.08654991539206,-1.48729074198027,-1.37993350067123,-1.42791463207724,-1.58431606978629,-1.90058294880725,-1.77166771379922,-1.53365971429888,-1.48061737816586,-1.73445825155203,-1.49190143794404,-1.30337086666746,-1.22341979608168,-1.26723070475689,-1.59842937809926,-1.3460468828515,-1.48194840865434,-1.81348409221734,-1.57133191883221,-1.19718178757872,-1.42491732819697,-1.35803153122562,-1.26080427416322,-1.67395737521859,-1.37904301954562,-1.69311343337506,-1.31415980891806,-1.7969715596207,-1.23807956683814,-1.60125198243519,-1.24072127590987,-1.5747496782012,-1.35612931534613,-1.41119619808189,-1.36429197657111,-1.37379016971951,-1.42015069386481,-1.41778962858265,-1.73312102406745,-1.46081051551249,-1.70149134070432,-1.44876031251054
"PC.O.18.1.0.16.1.0",-1.22267641316494,-1.63472806872294,-1.94643822990891,-1.72930926089082,-2.06867548332687,-1.82711089693047,-1.59757017562386,-1.42566080410742,-1.14622104597506,-1.97473803708997,-1.39267632681809,-1.32390233249402,-1.93006373521475,-1.512367335951,-1.53560886712857,-1.75860152548271,-1.66582180179867,-1.4659570005695,-1.78913682740142,-2.17952034504691,-1.87992084409465,-2.0903014347808,-1.60917513922916,-1.6873299272195,-1.84981233567989,-0.922945688510663,-2.19236374322467,-1.43282220221853,-2.0254205743803,-1.68777566179116,-1.6796156483799,-1.7676881759212,-1.95324366576122,-1.67579698877014,-1.85283597397414,-1.935612261231,-1.7724984706847,-1.89134510114339,-1.72358087715087,-1.93636996289569,-2.08502398676865,-1.17380226625735,-1.04840213619758
"PC.O.18.2.0.16.0.0",-0.623930395627252,-0.49756188898296,-0.69236477425632,-0.555258418770112,-0.585855487181706,-0.634082902848358,-0.665867770504353,-0.291151461777997,-0.412062257736581,-0.632834545159637,-0.666261174664706,-0.302413823122351,-0.56924719209329,-0.560910672552434,-0.517442378278209,-0.589060783407987,-0.600840064017288,-0.781103754830864,-0.96737875971619,-0.813611042720069,-0.447730175748478,-0.740592945507327,-0.631232769883559,-0.586182224412203,-0.604537822156363,-0.702718782141247,-0.957753999501167,-0.618702371309042,-0.738600071560485,-0.550105119782923,-0.600954820989336,-0.625373189335301,-0.742792021470017,-0.607122882573586,-0.550384728475572,-0.638601666422573,-0.728926920715001,-0.64681062948738,-0.610201186691079,-0.691648931081456,-0.576681347983593,-0.464600941017507,-0.520435506851288
"PC.O.16.1.0.18.2.0",0.00207060114876457,0.222378237945199,-0.0698394955742329,0.0601952178387469,0.112946134209399,0.0821233077283326,0.000135798357156865,0.250064098468757,0.102612600419482,-0.0195063027090988,-0.174554952955582,0.572590872032308,0.0533657231948531,0.140186599698106,0.27547364663829,0.0106487739395273,-0.196084410952867,-0.000855919715209405,-0.477810421816884,-0.413122833431579,0.23968620307549,-0.168516914126232,0.0117378228823142,0.106130117214736,0.119116012828959,0.148963117254741,-0.303068495001238,0.0660616434829992,-0.148530442625278,0.0351067617871354,-0.0351703153713238,-0.0710733224895279,-0.117473711581571,0.24124884049959,0.0352287901122348,-0.101448423130903,0.00554089291940383,0.032274395321981,0.130730784295776,-0.0347377219781452,0.0361222349019807,0.0645116053854902,-0.0547515165217474
